baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene
60119.94454872648	3.130681467696262	0.1472960619043228	21.254346024062876	3.0051953961798654e-100	6.881897457251892e-98	ENSG00000160255
31970.582793040117	2.9995828617185754	0.14730581811979604	20.362962576801774	3.5637015259632584e-92	4.0804382472279306e-90	ENSG00000156265
35031.272800950086	3.231469551662058	0.17193758380066212	18.794433888337647	8.387029435917398e-79	6.402099136083613e-77	ENSG00000180509
47648.74427242454	3.08902797377927	0.18182040718341383	16.989445913313627	9.831348895897368e-65	5.628447242901243e-63	ENSG00000142192
7909.911427600653	2.8325732532539223	0.17035672064815507	16.62730558839622	4.420300426357911e-62	2.0244975952719233e-60	ENSG00000183527
10515.036170577412	2.4940289867648753	0.15510857841249293	16.079245985559226	3.5669389906293e-58	1.3613817147568493e-56	ENSG00000159128
6492.652798625294	2.983628977832841	0.2243853844280719	13.296895363473467	2.4128064992773667e-40	7.893324119064528e-39	ENSG00000142168
4686.003074357957	3.355931662070291	0.2854583875619651	11.756290262593216	6.555168998822925e-32	1.876417125913062e-30	ENSG00000160307
1664.600885075915	2.236887210616263	0.20415845481704312	10.956622945745021	6.176122605669015e-28	1.571480085220227e-26	ENSG00000159197
7003.48515238068	3.4482627927150795	0.5556038063016253	6.206333998444734	5.423485099854284e-10	1.2419780878666308e-8	ENSG00000160284
2747.7981012369237	-0.6382483567778501	0.18093677236520095	-3.5274662437860673	4.195572547970469e-4	0.008734419213502157	ENSG00000183421
1156.4839275913155	-0.6764345840886001	0.20993227574275555	-3.222156201066871	0.0012722975301387948	0.02427967786681533	ENSG00000166265
5807.127157914735	-0.44732687159822926	0.14803327917181489	-3.021799382549914	0.002512770223213862	0.044263413931998036	ENSG00000156256
578.3262299312829	-1.0507046744693425	0.35624104233742926	-2.9494206158147316	0.0031837035195637947	0.0520762932842935	ENSG00000272804
2764.286932382243	-0.6524858470012876	0.22714958893636744	-2.872494069025464	0.004072457232145863	0.062172847077426846	ENSG00000154736
2641.212222280384	0.5374113745206668	0.1960931736588698	2.740591956839688	0.00613286179407747	0.0877765844277338	ENSG00000184900
1192.5123537995346	-0.5588954686605223	0.2160570107035698	-2.5867962665989435	0.009687285118406021	0.13049342894793994	ENSG00000285815
3626.101064482874	-0.45265415532410835	0.1788559691181072	-2.530830575887568	0.011379279909388343	0.14476972773610725	ENSG00000275464
4215.716972218811	-0.470341383677632	0.1924160416717184	-2.4443979804972957	0.01450941103344707	0.17487658561365152	ENSG00000154721
193.1386313985489	0.9761049494361568	0.41778117025067807	2.336402449278583	0.019470276424338653	0.22293466505867757	ENSG00000184351
2034.0791969245765	0.5045465541262277	0.2179547574635194	2.314914159240948	0.020617630316398926	0.22483034964073115	ENSG00000142178
755.7566643620623	-0.628194102013872	0.27879557165674357	-2.253242755187346	0.024243846957997667	0.24235628745248328	ENSG00000156284
8978.171276583716	0.40550559886985826	0.1810535524373103	2.239699765130344	0.025110420834558913	0.24235628745248328	ENSG00000157542
399.7596037711123	-0.8606727220013485	0.38504236389915597	-2.2352676035065113	0.025399785584539734	0.24235628745248328	ENSG00000156282
3465.904564882875	0.4603928989296929	0.22585224165344453	2.03846946817617	0.04150300514106659	0.38016752709217	ENSG00000160213
136.95534574330304	-0.9417532289436621	0.47715549034183624	-1.9736820554427363	0.04841790684819467	0.42645002570140694	ENSG00000186965
4488.805817821187	0.3350540506470694	0.1717591310579002	1.9507204570924517	0.0510903084847523	0.43332150529660285	ENSG00000160282
161.9896700146075	0.8427543575723723	0.43885587201861864	1.9203442663212629	0.054814428422949556	0.44830371817340886	ENSG00000184724
1291.553936988003	-0.39425704389275235	0.20958288703935796	-1.8811509348982014	0.059951389918946205	0.47340925142892	ENSG00000205929
8604.066138610446	-0.31929252335615277	0.1719781516562735	-1.856587713503929	0.06336983328970429	0.4837230607780761	ENSG00000171189
4552.245697218695	0.31561213226891655	0.1728049722260881	1.8264065449227223	0.06778904674153072	0.5007642485100172	ENSG00000160214
1965.0707329001864	0.40365256147528805	0.22409784484596745	1.801233571669271	0.07166607300716134	0.5128603349574983	ENSG00000205670
13268.711511288942	0.2892888511421143	0.16193361747896196	1.7864656866552	0.07402388825258412	0.5136809215103565	ENSG00000160216
4209.346050128114	-0.31510431901792024	0.18531009944736304	-1.7004163289406953	0.08905264251985609	0.5579287296251219	ENSG00000154734
1438.142225778995	0.43550848024474514	0.25739185109377105	1.6920057041203065	0.09064488603885609	0.5579287296251219	ENSG00000142182
3403.61900389078	-0.4019329075472028	0.23777105113878388	-1.690419862393592	0.09094765775405632	0.5579287296251219	ENSG00000156239
7339.536328636556	-0.29463070155494275	0.1764324591820601	-1.6699347893287269	0.09493226630114172	0.5579287296251219	ENSG00000183778
13437.72659629433	0.28216929084599046	0.1693846633355809	1.665849111067177	0.095743471578585	0.5579287296251219	ENSG00000159082
4656.389442505352	-0.37519804789315847	0.22545061665101793	-1.6642138906807218	0.096069693132103	0.5579287296251219	ENSG00000159263
175.6044572720439	0.7141626073453762	0.43159828894607516	1.6546928605516442	0.09798681602399026	0.5579287296251219	ENSG00000244362
8644.32458843041	0.2708439239826257	0.1648929989980643	1.6425435017153467	0.10047741854423595	0.5579287296251219	ENSG00000156299
7601.867137587394	0.2631298766169123	0.16106643359902456	1.633672955545629	0.10232753993124505	0.5579287296251219	ENSG00000205581
2334.615099538323	0.39349633834637787	0.24763579393690124	1.5890123640471885	0.11205760134294726	0.5863272909830456	ENSG00000185437
6918.6873319696015	-0.37000732750310034	0.23324239453638812	-1.5863639551401345	0.11265677206661139	0.5863272909830456	ENSG00000182240
206.09899575240598	0.7565005257819934	0.48822940944486787	1.5494775839951105	0.1212669560241515	0.617114065100682	ENSG00000244025
8024.477070650875	-0.2579577320716348	0.16866916866012624	-1.5293709817911527	0.1261725019598536	0.6281196293218799	ENSG00000186866
617.439425895972	0.573161814425419	0.3844668622848708	1.490796400550991	0.1360149570891523	0.6385503734114473	ENSG00000277277
534.0682161727726	0.4615295940010354	0.3096546215554951	1.4904657055742403	0.13610182725130396	0.6385503734114473	ENSG00000205445
2199.64254376746	0.4752187445113962	0.31927152547784765	1.4884470007155985	0.13663304933258044	0.6385503734114473	ENSG00000160233
2184.1938231309314	-0.27078683926934477	0.18594931929156355	-1.4562400136822133	0.14532628167911177	0.665594370090332	ENSG00000177692
5501.23229917264	-0.23228613308166995	0.16129720753391003	-1.4401125514391544	0.14983555860371034	0.6727910376519542	ENSG00000160221
3848.692117262069	0.2752173651434142	0.19841205491003214	1.3871000190397134	0.1654112662289519	0.728445768585192	ENSG00000142149
15701.908442081034	0.29399675485170246	0.21955932405028167	1.3390310619847496	0.1805605610151229	0.7741223763316856	ENSG00000197381
757.7276949390645	-0.3984828979458601	0.2989807076541196	-1.3328047186471013	0.18259589683288507	0.7741223763316856	ENSG00000221837
332.793769753385	0.45530657449686973	0.34913970465934296	1.3040813417113766	0.1922058498300484	0.7741223763316856	ENSG00000215455
328.0862778003702	-0.489107871674084	0.3753576182334868	-1.3030450107178595	0.19255939528590313	0.7741223763316856	ENSG00000241123
4388.012603137451	-0.2632099915497588	0.20205334313680276	-1.3026757561321278	0.19268548231836716	0.7741223763316856	ENSG00000142156
1526.2171595485272	0.2561956616969299	0.2017085541057524	1.2701278973157026	0.20403907584367886	0.8056025580724562	ENSG00000154640
2870.2338177367565	-0.2735164785297879	0.22332552032497174	-1.2247434960938672	0.22067188026171466	0.8565061115242824	ENSG00000154639
473.0632726053629	0.41425838781078356	0.34447384005781173	1.2025830110677205	0.22913772521149367	0.8745423178905343	ENSG00000249209
180.98780157772273	-0.48778828000452323	0.4287209389286845	-1.1377757317462496	0.25521414101865186	0.9580989884142832	ENSG00000212938
9989.938583795541	-0.1988259684469182	0.179500597050216	-1.1076618780899978	0.2680078690303336	0.9780513497236972	ENSG00000198862
4139.91647144781	0.2122655067589474	0.19206316778847576	1.1051859094228884	0.26907904115055903	0.9780513497236972	ENSG00000160226
262.75020622017723	-0.36788937335022914	0.3608695862974934	-1.0194524208170561	0.3079882303114575	0.9780513497236972	ENSG00000221859
72.3208811967969	-0.6544902662805463	0.6432069517741914	-1.0175422769844629	0.3088955311236955	0.9780513497236972	ENSG00000186980
338.34081416412965	0.3835965198269246	0.3840565418388247	0.9988022023796351	0.3178905189389147	0.9780513497236972	ENSG00000212935
5837.044752334704	-0.16875049546792828	0.1693000969366584	-0.9967536848550315	0.3188840843372107	0.9780513497236972	ENSG00000166979
1915.1765856791778	-0.25372133586723383	0.2577005592293695	-0.9845587321423159	0.32484086885125013	0.9780513497236972	ENSG00000242220
8798.00421312649	0.20471382293868642	0.2083175754826179	0.9827006793085868	0.32575477629242744	0.9780513497236972	ENSG00000160285
1961.7317749228616	-0.2048771462991405	0.20992501054957208	-0.9759539645265871	0.3290872779000119	0.9780513497236972	ENSG00000280433
409.30101848194863	-0.33088337941487084	0.34234772288082865	-0.9665125756657988	0.333787757277294	0.9780513497236972	ENSG00000189169
3313.718523066603	-0.16410331537715198	0.17318294366812206	-0.9475720408796736	0.3433473652945582	0.9780513497236972	ENSG00000273590
2155.41101450902	0.2539102970234769	0.26834915816048455	0.9461937528107593	0.34404977194278097	0.9780513497236972	ENSG00000183145
12678.602010199353	-0.16615621947676107	0.1777503823576744	-0.9347727823303175	0.34990540909340123	0.9780513497236972	ENSG00000157551
19301.776588031476	0.1475970142978143	0.16377520450770067	0.9012170965774878	0.36747290257250126	0.9780513497236972	ENSG00000185658
25438.43077603117	0.15284951205157377	0.17033644695767305	0.8973388536720822	0.3695381298473739	0.9780513497236972	ENSG00000182670
3726.9830753996634	-0.17368130211175226	0.19417579681210756	-0.8944539173428159	0.3710790754293494	0.9780513497236972	ENSG00000159079
8445.34823249083	0.18531564248875254	0.2094209547692247	0.8848954140857802	0.3762130416352925	0.9780513497236972	ENSG00000160294
5570.904186973221	0.18560691710368193	0.21360798566282566	0.8689137558586286	0.38489430499856697	0.9780513497236972	ENSG00000155307
16946.818509138568	-0.15695653664790019	0.1812805279353472	-0.865821268481069	0.3865881838742664	0.9780513497236972	ENSG00000157554
3363.147029907765	-0.14890015905264384	0.17225413017876193	-0.8644214156033193	0.38735643262996033	0.9780513497236972	ENSG00000154727
5868.560922644898	-0.17659188011294072	0.2063741047289345	-0.8556881704944923	0.3921702852142894	0.9780513497236972	ENSG00000184787
1337.2215719394105	0.2443775286228195	0.28560361765992875	0.8556527771780622	0.39218986789754506	0.9780513497236972	ENSG00000184221
7065.929757785613	-0.14152698475534534	0.16622658581769245	-0.8514100440621684	0.39454161423302186	0.9780513497236972	ENSG00000183486
15290.303312519216	0.12001668921962387	0.14150818089374398	0.848125447317723	0.39636811100402447	0.9780513497236972	ENSG00000160191
13748.603984178235	-0.1224299659293328	0.14528034625840291	-0.8427152679796944	0.39938770610705604	0.9780513497236972	ENSG00000160209
7849.358244049697	-0.12399709806237645	0.15395801688858274	-0.8053955264447932	0.42059147245314893	0.9780513497236972	ENSG00000160200
205.75360431942315	-0.4597549203173345	0.5783493756693275	-0.7949432292293168	0.42664652634102523	0.9780513497236972	ENSG00000279493
5679.97618509261	0.14102921985538033	0.17815886766614167	0.7915924798066188	0.42859833324022045	0.9780513497236972	ENSG00000159086
6155.286719239912	-0.15172227046077838	0.19251121869891644	-0.788121707847421	0.43062551874476374	0.9780513497236972	ENSG00000142173
20869.886959873544	-0.11300927042943092	0.14348109876031764	-0.7876247910410185	0.4309162092471204	0.9780513497236972	ENSG00000141956
277.4306906637954	-0.2928073336333085	0.3725412004628793	-0.7859730233045308	0.43188329163640105	0.9780513497236972	ENSG00000182816
201.95056984502423	-0.3701584469260416	0.48135933173875295	-0.7689857088445038	0.44190179446894057	0.9780513497236972	ENSG00000206107
646.9818870375072	0.2900401445217664	0.37951136029834076	0.7642462778815385	0.44472049309785194	0.9780513497236972	ENSG00000276612
502.79184838139213	-0.3484003268138945	0.46090387593595916	-0.7559066976956891	0.44970513800030126	0.9780513497236972	ENSG00000188694
7782.271989412714	-0.14896038715626178	0.2008530503551235	-0.7416386601691558	0.45830629351115615	0.9780513497236972	ENSG00000159267
8109.664038428604	0.13433488601495283	0.18515864834653706	0.7255123496232049	0.468137771379583	0.9780513497236972	ENSG00000157578
18506.11083020332	-0.9070438293959598	1.2752903009184953	-0.711244983783445	0.4769324374437086	0.9780513497236972	ENSG00000141959
1230.3071664297993	-0.18217197798599222	0.256531593562817	-0.7101346678431001	0.47762062987290343	0.9780513497236972	ENSG00000215454
205.17868193393883	-0.32465194432752503	0.4580834737858662	-0.7087178710998107	0.47849957245853875	0.9780513497236972	ENSG00000186977
10204.773960243117	0.09959814261002858	0.14127874581358627	0.7049761238781509	0.4808250948317034	0.9780513497236972	ENSG00000142185
10307.089490270591	0.11659934260093695	0.1655604184731791	0.7042706443740122	0.48126424406721113	0.9780513497236972	ENSG00000173276
3084.403017785847	-0.1378008592627129	0.1989938009025024	-0.6924882013295923	0.488630792876241	0.9780513497236972	ENSG00000243646
66.6434124806126	-0.44227244108317054	0.6451282127871356	-0.6855574323318291	0.49299223231142325	0.9780513497236972	ENSG00000206102
